name,cat,url,info_es,info_en,img
Aventura,software,https://github.com/srsergiorodriguez/aventura,Una librería de JavaScript para la creación de literatura electrónica. Generadores automáticos de texto e historias interactivas.,A library for creating electronic literature. Automatic text generators and interactive stories.,./coding/aventura.gif
Bebop,software,https://srsergior.itch.io/bebop,Un generador de música para videojuegos. Exporta archivos .wav y patrones de Pico-8,A music generator for videogame projects. It exports .wav files and Pico-8 patterns.,./coding/bebop.gif
MiniGif,software,https://github.com/srsergiorodriguez/minigif,Una librería de JavaScript para codificar y exportar gifs en el explorador web.,A library for coding and exporting gifs in the web explorer.,./coding/minigif.gif
La sociedad del autorregistro,explorables,https://srsergiorodriguez.github.io/sociedad_autorregistro/,"Un ensayo interactivo acerca de la identidad como datificación, basado en el ensayo La sociedad del espectáculo de Guy Debord.","An interactive essay about identity as datification, based on the essay The society of the spectacle by Guy Debord.",./coding/autorregistro.gif
Bloki,videogames,https://srsergior.itch.io/bloki,¿Cuál será el último Bloki en mantenerse de pie en la plataforma? ¡Intenta hacer que el piso de tu contrincante se caiga y evita que se caiga el tuyo! Juego para uno o dos jugadores.,What Bloki will be the last standing on the platform? Try to make your opponent fall from the platform and avoid falling! 1 or 2 player game.,./coding/bloki.gif
Pof,videogames,https://srsergior.itch.io/pof,"Ayuda a POF a eliminar todas las pesadillas tan rápido como puedas sin perder todas tus vidas. Cada pesadilla tiene su propio comportamiento, así que debes encontrar la mejor estrategia para derrotarlas pronto. Cuando avanzas puedes comprar mejoras y proyectiles, escógelos sabiamente para mejorar tu tiempo.","Help POF kill all the monster nightmares as fast as possible and without losing all your lives. Every nightmare has its own behavior, so find the best strategy to defeat each one of them quickly. As you advance, you can buy new weapons and upgrade your stats, choose wisely to improve your times.",./coding/pof.gif
Autopoeta,elit,https://srsergiorodriguez.github.io/autopoeta/,Un generador de poemas absurdos.,An automatic absurd poem generator.,./coding/autopoeta.gif
Astrobot,elit,https://twitter.com/HeyAstroBot,Un generador de horóscopos automáticos. Bot de Twitter.,An automatic horoscope generator. Twitter Bot.,./coding/astrobot.jpeg
Archibot,elit,https://twitter.com/OyeArchiBot,Un bot de Twitter que ofrece una serie de funcionalidades para interactuar archivos y colecciones culturales públicas. En Colaboración con Juan A. Umbarila.,A Twitter bot that offers a series of functionalities for interacting with public cultural archives and collections. In colab with Juan A. Umbarila.,./coding/archibot.jpeg
